0	1	2
0.025906908151571838	-0.0650966105867537	0.025744440270654364
0.021512143153669158	-0.048508084326847556	0.021514340320696743
0.0211877609935746	-0.04696773258471902	0.020693463090730845
0.02080944915276899	-0.04354595721765041	0.01722858842105274
0.020408998182152447	-0.039397965072757224	0.012699892128590472
0.019715258374626368	-0.034589916576640546	0.008669946745675674
0.01831895499457275	-0.028984453616725955	0.006954781686616667
0.016224413341609303	-0.022993835136446886	0.008139366638828055
0.01407628045998371	-0.017093793477196726	0.009533975159036853
0.012758993303532544	-0.011730766659612472	0.008761771199736415
0.012464139110377583	-0.007748000329135209	0.005697290460439167
0.013003317527041626	-0.005712121117764923	0.001452887365569721
0.014061594300381904	-0.006366686601735386	-0.002769561403103777
0.01548752083101536	-0.009516213469288999	-0.005911824885471877
0.01681856007827427	-0.01296551659648545	-0.008695747259967341
0.01790964238891744	-0.015574089483894028	-0.011567200312102281
0.01858066477951731	-0.016711830938551	-0.014312691788798154
0.01862781264954866	-0.015689759440049925	-0.016574398247620917
0.018355459773600813	-0.013674248571344767	-0.018327136178970124
0.017910091263130038	-0.011144354100798441	-0.01967564307235339
0.017354635084037617	-0.008245023640954934	-0.020662567584101982
0.016764732509783265	-0.005112767711055589	-0.021366645631378738
0.016209514165521844	-0.0019087514030757618	-0.02197957928260353
0.0156991560622948	0.0012787014578711875	-0.02261929066724897
0.015244633422571575	0.00438393067776801	-0.02333099445012335
0.01484035314018082	0.007402980743735662	-0.024117784676979687
0.014481321797306181	0.010350605640581406	-0.024972610521859152
0.014176300241214574	0.01321666875068854	-0.025902943505909517
0.013900361220802609	0.016025845750978752	-0.026869850357814477
