0	1	2
-0.06593725135199813	-0.022338808438985724	-0.046025399083270205
-0.06000932492898818	-0.01813901262639885	-0.033365918900872635
-0.05930074426428668	-0.01764434027561501	-0.03190483227125795
-0.057237723561748284	-0.016215569324443777	-0.027715395389978845
-0.05453840028156171	-0.014372593050118981	-0.022391535879997416
-0.051578354804774997	-0.01235807106315	-0.016565551608836392
-0.048471992656061974	-0.010270500905928966	-0.010557206336660298
-0.045247972701105685	-0.008150231794801087	-0.004595874183737597
-0.04193569590969123	-0.006039431459432522	0.0013457827874074413
-0.03874147923185384	-0.004064984665039984	0.007234456699131323
-0.03567815915867497	-0.0022598795718482543	0.013095047224635583
-0.03260909252098659	-0.0005509871267551677	0.018872312281919608
-0.02944717175534869	0.0010950750054211787	0.02458917091538769
-0.026203295751502848	0.0026466717025945287	0.030220898693754147
-0.023111984601270865	0.004046376399103568	0.03586946592786751
-0.020184218887535924	0.005286059479901648	0.041542836505363154
-0.01711098887168778	0.006370302814831119	0.0466676302396872
-0.013672777582331356	0.007332418534463515	0.05010679882141522
-0.009916215392265065	0.00810496606167674	0.04996342349091244
-0.006862292323595151	0.008812214795852412	0.04665000118516218
-0.0046654378681360185	0.009913767055875026	0.04170518493363763
-0.0030472572111008693	0.011668233782800673	0.036197628949610434
-0.0015286582523727642	0.014071682943004985	0.03053336657707499
-6.841914299955294e-05	0.016473907533888884	0.024783028243510207
0.0013985923504327836	0.017595277489876972	0.019051759753033463
0.002964672004577928	0.01708154936020748	0.013693288950314634
0.004724492144993098	0.0158410646690941	0.008974941292791893
0.006121428013745157	0.015036759927024876	0.005022500944635384
0.007354423403815199	0.01457325420128189	0.0013164524707038974
0.008384385494451264	0.01465678111525233	-0.0020518632456408576
0.009165240086537522	0.015521235573788181	-0.004939050396148094
0.009683265931513928	0.017199263655761386	-0.0072220743635018495
0.009878622972494389	0.019605789403023346	-0.008866691120999508
0.00998308172502222	0.022172683957385437	-0.01033890557516604
0.010063816042455858	0.02476783446113007	-0.011769783476830425
0.010142110218870109	0.027364419101028943	-0.013196225397162217
